Id,Label,Text,Sentiment,Pred
5.12395e+17,Neutral,"@Michael5SOS Michael Clifford from @5SOS 
 🌸🍓🍊🌜💚🐬👾
 🌸🍓🍊🌜💚🐬👾
  HI:))) PLEASE B MY 1/4
U MAKE ME HAPPY
💕💕I LOVE U 💕💕
 🌸🍓🍊🌜💚🐬👾
 🌸🍓🍊🌜💚🐬👾
3426",17.979999999999997,Positive
5.11622e+17,Neutral,@hollymartin00 @autumnmiss2011 @AvenEllis hahaha she is a very bad influence but I wouldn't say no 😜😜😜,1.368,Positive
5.11403e+17,Neutral,RT @EzequielSimons: 😊🙌🙌“@prayerbullets: You will show me the path of life -Ps. 16:11 #Prayer”,1.7650000000000001,Positive
5.14043e+17,Negative,RT @SoleHimself: When Ya girl home girl catch you In the club with someone else!! 😂😂😂 http://t.co/jYI7Gbyv6e,0.663,Positive
5.11889e+17,Negative,This girl needs coffee asap ☕️☕️☕️,0.738,Neutral
5.12424e+17,Neutral,@__Nakia he need to 😒😴 http://t.co/atV2CAw6rs,-0.456,Negative
5.14555e+17,Neutral,I be wanting to talk to certain people again but my pride too big😩💯,-0.247,Negative
5.13675e+17,Negative,@loyzagadiegs @digsters Get Together naman po please 🙏,0.418,Positive
5.14826e+17,Positive,F**k True  💞,0.742,Negative
5.12626e+17,Neutral,Shady asf✊💦,0.909,Negative
5.14414e+17,Neutral,RT @ddlovato: You're not 😝😝😝😝😝😝 #DEMIWORLDTOUR RT @LovatoNlt: @ddlovato I don't think we're ready for this,1.275,Positive
5.14564e+17,Negative,ii can't 😩😂,-0.147,Neutral
5.14421e+17,Negative,Missing my girl like CRAZY !! I wish you could come home now! 😘 I love you Emily! #T-20days http://t.co/3XylRX1s87,0.702,Positive
5.11649e+17,Positive,Took that Dub 😬💪. 3-1 #Varsity http://t.co/xPKUfOS0sV,0.752,Neutral
5.14462e+17,Negative,And the teacher had the cheek to put me 4 mins Kate when I was only 2 fucking hate school can't wait till I leave!✊💦✊💦,1.818,Positive
5.12117e+17,Positive,I'm funny so idc. 😂😂,0.442,Negative
5.13378e+17,Neutral,Watching The Great Gatsby. 😍,0.678,Positive
5.12038e+17,Neutral,RT @GatorsFanPage: Get me to 5K and @UF_Sports_Page to 400 for a TEBOW jersey!!! #GatorNation 🐊,0.1,Positive
5.12834e+17,Neutral,RT @DJeSenTRIK: my NEPTUNES set worked  😭😂,0.128,Positive
5.12706e+17,Neutral,My kids first book 😂 http://t.co/9D3btalcBB,0.221,Positive
5.12412e+17,Neutral,@ssusiexx now im scared😂,0.221,Negative
5.12879e+17,Positive,"RT @jokesatibapa: Keep on Praying 🙏🙏

#DahilMayBagyoNgayon
#MarioPH",0.836,Neutral
5.13134e+17,Neutral,"I'm ready for ugg boots , prettyscarfs, &amp; stuff 💁",0.328,Positive
5.13532e+17,Neutral,@hotboychann I ain do nothing today😴😂,0.14,Negative
5.14561e+17,Neutral,Late shift #selfie as always #GlycolicGlo treatment    Fighting this 😷 http://t.co/a6JXXi4qHI,-0.171,Negative
5.11972e+17,Neutral,Bae got me in lunch slipen 👀 http://t.co/KChP6PnjFo,0.063,Negative
5.1386e+17,Neutral,RT @reIatabIe: A Five Year Old Said This 😮🙌 http://t.co/0JI4dTbuRd,0.8380000000000001,Positive
5.14644e+17,Negative,RT @BrimLee_: Do you ever just have a really good day and then one little thing kills your vibes cause that's me 😅,0.18,Positive
5.11667e+17,Positive,@ReloTheKid I know 😫😫😫 lol,-0.43799999999999994,Negative
5.13544e+17,Neutral,RT @_DvnielleMvrie: @1017nelle BIG BOOTY NELLE! Bitch It's your mother fucking birthday. If you don't turn up! I miss your crazy ass 🎉🎁🎂🎉! …,2.8689999999999998,Positive
5.14781e+17,Negative,RT @davianreed: Were did mr crabs hide the crabby patty formula 😳,0.018,Neutral
5.12071e+17,Negative,@Shauntae_ism I did majority of it...but in saving the last worksheet for advisory tommorow.....I gotta work on my stuff for student senate😁,0.45,Positive
5.14161e+17,Neutral,@rest0ringforce_ this is look at my hair 😂😂,0.442,Positive
5.14642e+17,Negative,"RT @stfurosie: we almost got kicked out of the volleyball game today, woooops. #toomuchspirit 😂😂😂😂💀",0.45500000000000007,Positive
5.14772e+17,Neutral,RT @____ShesAKeeper: Boyfriends deserved to be spoiled too .. 😏😜👫💍👑,2.2390000000000003,Positive
5.1224e+17,Positive,#LRT lmao his ass funny as shit😂😂😩😆😆,0.8979999999999999,Negative
5.13851e+17,Neutral,RT @IdiotOlympics: Bruh 😂😂 http://t.co/PHfibSiKmx,0.442,Positive
5.13929e+17,Positive,@DaisyiBenton Ya heard me 😤,-0.211,Negative
5.12173e+17,Neutral,RT @sofia_tt1: Hope I can go skiing in New York😆,0.412,Positive
5.13441e+17,Positive,@dnetta_ like its bout 500 of them and they make no sound just sit there 😹,0.142,Negative
5.12311e+17,Neutral,She gives him the new one and he asked if it was safe and if it was going to burn down too. Omg 😂,0.221,Negative
5.14983e+17,Negative,RT @AngelNo312: lol his grandmother getting him ready for graduation tomorrow 🎓#hititfromtheback ..METELE ANGEL JR https://t.co/mBZgSIOoq5,0.584,Positive
5.13506e+17,Neutral,"""@btw_itsnay: Someone just said I probably taste like a watermelon jolly rancher 😩😅"" 😂😂",0.254,Positive
5.14927e+17,Neutral,There's always a time when females have to dress up and get pretty but yet again they aint goin nowhere  💇💅👠👗👜🎀💄💋💍💎🌹,5.128000000000001,Positive
5.134e+17,Neutral,Girls who think they're thick but they're really just fat 😁😂 sorry not sorry.,0.671,Negative
5.11751e+17,Neutral,@paigevictoriaa_ 😂 I did drive today actually.,0.221,Positive
5.13352e+17,Neutral,@inthestyleUK @Charlottegshore BLACK 😍😍😍😍,2.0340000000000003,Positive
5.14622e+17,Neutral,RT @Sexualgif: now this is how you apologize 😍🍓🍫 http://t.co/r7Wib1W8Hm,1.527,Positive
5.14258e+17,Positive,"RT @TanGurlz: dont ask me why, but i looove these shirts on guys😍😩🙌 http://t.co/vFEIV9qVyy",0.8700000000000001,Neutral
5.13517e+17,Negative,RT @SoDamnReaI: BOYS TAKE NOTES 👏 This is how you say sorry 🙌 http://t.co/S4cINB93vy,1.081,Positive
5.13765e+17,Positive,ardenzabike _maaatt matteon92 🚲 http://t.co/uLTOpN3yJ4,0.429,Neutral
5.1515e+17,Negative,"Sooo ready to be in Florida, fall break can't come soon enough😍🌴🐬🌊☀️",2.1850000000000005,Positive
5.12964e+17,Negative,“@BrittanyPagie5: Eddie must be stripping for all that tattoo money” 😂😂,0.442,Positive
5.11953e+17,Positive,Retaking my maths in 2 months and I haven't done it since my exam which I failed 😂,0.221,Negative
5.11982e+17,Positive,"@srobin1989 haha isnt he? Surely he is, i cant see him being a Liverpool fan  #godmusthavemoretaste does this count as religious talk 😉 x",0.464,Negative
5.13229e+17,Neutral,"@Calum5SOS 

I love you

You love us

We're a happy family

With a great big FOLLOWBACK from you 2 me

Won't you say u love me too 
🎸2434",0.528,Positive
5.13778e+17,Negative,RT @iLoganB_: 😂😂😂😂❗️❗️❗️“@FweaGoJit: These nudes dropping faster than financial aid 😂😭”,1.094,Positive
5.13497e+17,Neutral,RT @JacobWhitesides: Alright I'll post it in 12 minutes won't annoy you all with a countdown just be ready to revine 💁,0.328,Positive
5.12919e+17,Neutral,“@zaynfthoodx: QUOTE WITH YOUR INSTAGRAM i'll follow you 🌺” skellouton :),0.56,Positive
5.13535e+17,Positive,"RT @Yung_RichNiggaa: RFT""@KiNGQUON20_: Money can't change me 🙅""",-0.206,Negative
5.1434e+17,Neutral,"RT @SirLovaboy_: 😂don't get in trouble""@ASJMR_: “@SirLovaboy_: nigga jaz is every girls dream girl right now lmfao” only from 3am til sunri…",0.221,Negative
5.14359e+17,Neutral,"@natebuzz ""I walk alone"".  🚶 And if I'm correct this is an old picture of Nate I think it was taken… http://t.co/VJ7UEqMIy7",-0.149,Negative
5.1334e+17,Positive,@tbiamonte_ that's wicked funny but I felt bad laughing if it was like serious 😂😂,0.442,Negative
5.12794e+17,Positive,"@AdrianaJ0715 of you called me gordo I'd be offended but if you call me gordito I'd be like ""she's so nice, she didnt call me a fatass"" 😂",0.221,Negative
5.139e+17,Negative,I don't think they ready for it though 😂,0.221,Positive
5.13498e+17,Positive,@@alyssa__paige22 Can you Rt this https://t.co/mfoWZY0gOA thankyouu it would mean the world to me thnx 💋,0.693,Neutral
5.14248e+17,Neutral,RT @VictoriaM_10: Everyone needs to stay in their lane 🙅,-0.206,Negative
5.12562e+17,Neutral,The new update on the iPhone😩😍❤️,0.31000000000000005,Positive
5.14917e+17,Negative,"RT @ChuckBassReacts: I am officially done 😍😍😅 ""I'm Chuck Bass"" http://t.co/oCVoAi7o77",1.536,Positive
5.11581e+17,Positive,Bee different 🐝🐝 http://t.co/XWQBYgvLDF,0.458,Neutral
5.13196e+17,Neutral,RT @Every_Athlete: All athletes can relate 👌 http://t.co/IHot4Zu1LT,0.564,Positive
5.14135e+17,Neutral,“@Footy_Vines: This is perfection!... http://t.co/ysZyxwjJhc” wtf...😧,-0.065,Negative
5.12752e+17,Neutral,RT @mhspantherpack: “@TayG101: EVERYONE GO TO FIVE BELOW FOR YOUR HAWAIIAN LEIS AND FLOWER HEADBANDS” 🌺🌴☀️,1.094,Positive
5.11711e+17,Neutral,RT @__AVK: @___jahmiraaaaa omg 😱 I thought you was going to sleep?,0.19,Negative
5.11477e+17,Neutral,"🌑
🌒
🌓
🌔
🌕
🌖
🌗
🌘
🌑
🌒
🌓
🌔
🌕
🌖
🌗
🌘
🌑
🌒
🌓
🌔
🌕
🌖
🌗
🌘
🌑
🌒
🌓
🌔
🌕
🌖
🌗
🌘
🌑

FOLLOW AND STALK @izayinegirl BC GAIN TWEETS

x63",21.916000000000007,Positive
5.11945e+17,Negative,People on the internet are so weird 😎,0.493,Positive
5.14397e+17,Neutral,@Rpoli6 @DaltonTodd20 and your sister🙋,0.492,Negative
5.14227e+17,Positive,RT @_Aysiaaa: “@IzabelZambrano: Seriously the best don't drink &amp; drive commercial 😭😭😭 https://t.co/zumU4NQYnd”I WAS GONNA CRY THEN THE GUY …,-0.279,Negative
5.14663e+17,Positive,“@DerpyKeng: 2 more days 🌚🌚🌚🌚”,1.419,Neutral
5.14856e+17,Neutral,@teamsfree @TommyWwetna521 ⚡️F4F I ALWAYS follow back 💯!! 😊 follow me 👉@misspinkatron 👈 start following 😀😀,2.914,Positive
5.13839e+17,Negative,Pandora and homework 📓🎧,0.673,Positive
5.14062e+17,Negative,"Missing those winter days ☔️ تولهنا عالشتا @ Al Madam Sharjah, UAE http://t.co/Y3CUUrB34M",0.297,Neutral
5.11801e+17,Neutral,Sam and Vicky! 😘 http://t.co/i0NBuKlaPd,0.702,Positive
5.13692e+17,Neutral,My brother's birthday is tomorrow😮,0.278,Positive
5.11648e+17,Negative,RT @ReezusChrist: “@_HugoHef: “@xxMERE: When you wanna fuck but you can't cuz y'all cousins http://t.co/2B9Ql1Po6o”cmon g'z lmaoo”😂😂😂😂😂😂😂😂😂…,0.663,Positive
5.14189e+17,Neutral,bruh i need me a white boy 😍👌,1.242,Positive
5.14263e+17,Neutral,@AKidNamedAngel Lol not my man 😏,0.332,Negative
5.13421e+17,Neutral,This dum ass movie these niggas got me watch tf 👿😤,-0.768,Negative
5.128e+17,Neutral,@hailariana same 😂 but it can save your address and personal information too so I'm not getting it,0.221,Negative
5.13696e+17,Neutral,"RT @immiartist: Leicester city, say no more fam 😂😂😂😂😂😂😂😂😂 #ishq",0.663,Positive
5.11626e+17,Neutral,@brennnannleee preach 🙌🙌 I'm sorry I was so ill 😅,1.3,Positive
5.14636e+17,Positive,Young Jeezy Trap Or Die 2 Mixtape 👌🎧,0.9869999999999999,Neutral
5.12987e+17,Positive,@SaintxPIERRE That's gonna be me🙋😿😹😹,0.395,Negative
5.13916e+17,Neutral,"@LaceyBoze well then, i'll just make my way to a pdf version of it on my local internet 😏",0.332,Positive
5.12884e+17,Neutral,"RT @blxsskelsey: The ""I Love Myself"" Act, staying body and mind positive! Signal boost. 💕 http://t.co/FiFu0d5fCC",0.633,Positive
5.12678e+17,Neutral,RT @Briaaanda: Fly by Sugar Ray 👌 #takingitback,0.564,Positive
5.14509e+17,Neutral,Sponsor walk tomorrow 🚶,-0.149,Negative
5.12344e+17,Neutral,RT @ddlovato: I just said gorge. 😳,0.018,Negative
5.1381e+17,Positive,I like your dolls😱,0.19,Negative
5.14079e+17,Positive,Black is the best colour⚫ http://t.co/5hUPIM8Tmj,0.286,Neutral
5.14757e+17,Negative,Now you mad ?? 😂 shiddd ohh well .,0.221,Neutral
5.14156e+17,Neutral,@Rebecca_read8 this is me 24/7 😂,0.221,Positive
5.12055e+17,Negative,@Conner1633 hahaha😂😂 same over in steinhatchee man😂 we have doe dogs and same bad ass hog dogs!,0.663,Positive
5.14512e+17,Neutral,@koye10 hey dude! 👋👋,0.832,Positive
5.13782e+17,Negative,&amp; that's fine💁😌 “@KirbBall_411: Now I have to add the Redskins to a team I dont like”,0.812,Positive
5.14567e+17,Negative,"I'm really gonna do Tres lil workout plan lol. Maybe not tonight, but I'll do it 😂",0.221,Positive
5.14396e+17,Neutral,Take me! And let's have a Quickie! 😈💃 HAHAHA 😁 http://t.co/j0WnQeBjbc,1.454,Positive
5.12583e+17,Neutral,"I Wana go on a date tho, I'm not lie 😒",-0.375,Negative
5.14855e+17,Negative,Or should I just ask shermars mom 😏 I miss her 😘😘,1.736,Positive
5.14046e+17,Negative,RT @lopezalondra68: Freshman girls be straightening their hair in the lobby 😂😂😂,0.663,Positive
5.12994e+17,Neutral,RT @Dolladoll: #MansionElan tonight #MigosElan 😈,0.268,Positive
5.12343e+17,Neutral,RT @BigBOSS_Ray: We got some Rollie pollies walking around in suitland 😂😂,0.442,Positive
5.13191e+17,Neutral,@JoshDevineDrums HI JOSH💘 FOLLOW ME PLEASE🙏 I LOVE YOU SO MUCH 😊💙 x10,2.484,Positive
5.14567e+17,Neutral,"RT @__Shimmy: “@IDontClaimHoes: I kiss like this 😍😩💦💋💦👀:
https://t.co/YmwVAqa9SV”",2.0180000000000002,Positive
5.13707e+17,Neutral,Samsamida pakcik fariss for today 😜😜👍👍😆😆😝😝 #mymompunyaadikpunyaanakboy#study#bubbletea#date @… http://t.co/bwjiMffFso,3.63,Positive
5.1259e+17,Neutral,"i hope you're well :)
if you happen to see this,
can you please follow me? 
it would make me sooo happy!

@ArianaGrande 😘 x101",0.702,Positive
5.14475e+17,Negative,"Keep talking shit, sweet pea. I'm over here chillin'.😊👏",1.166,Positive
5.13734e+17,Neutral,RT @Arnel_lilic08: @KingHopson same man I don't get it 😂,0.221,Negative
5.12885e+17,Neutral,“@TinderLikeBrent: #tinderlikebrent courtesy of @AlfiePowell http://t.co/e0PA2YEZfp” @bairdy_10 @Danielstrange9 😂,0.221,Positive
5.14273e+17,Negative,"""@TrillKeltMane: ""@DadaBlood_: I ain't getting no type of sleep tonight cause kelt gone have me up all night .""😈👅👀"" You Hell.😂",1.02,Positive
5.151e+17,Negative,@briangamez1 i thought i did 😂😂😂😂,0.663,Positive
5.11611e+17,Negative,RT @Nekkohbk: “@alfyeezus: Kevin Hart went OFF 😂😂 http://t.co/TxcIJztlMv” LMFAO,0.442,Positive
5.12751e+17,Positive,RT @Jooeelll_: I'm gonna keep it 💯 with anyone,0.121,Negative
5.13189e+17,Neutral,RT @CraziestSex: Girls and guys can't be friends these days without people thinking things 😂👏,0.742,Positive
5.14254e+17,Negative,"RT @_QueenDi: @_xoyanni 😂 You are bipolar, but I understand 😌",0.705,Positive
5.12643e+17,Neutral,"Hi Luke Hemmings from 5sos😻😽

🌸please follow me and @WeDoLove5SOS🌸 
@Luke5SOS💞💕

#EMABiggestFan5SOS 
x479",3.894,Positive
5.12063e+17,Neutral,RT @TannerPatrick: New lyric video up now on YouTube! 🌊 River feat. @shawnieora 👉 http://t.co/BPn6jDSN4F 😄 http://t.co/ybz2SheBu4,1.332,Positive
5.14803e+17,Negative,@krystal_berg I miss you to😘😘,1.404,Positive
5.12201e+17,Positive,OMG 😨 I want this before I die. http://t.co/hM3w1QBU0E,-0.141,Negative
5.13112e+17,Neutral,"🌿🔮🌿🔮🌿🔮🌿🔮🌿

HEY YOU LUKE HEMMINGS
FROM 5SOS
I LOVE YOU MORE THAN ANYTHING
PLEASE FOLLOW ME?
HAVE AN AMAZING DAY
@Luke5SOS

🌿🔮🌿🔮🌿🔮🌿🔮🌿
x4838",6.058000000000001,Positive
5.13447e+17,Negative,i cant with Miley's last posts on instagram 😹😹😹😹😹😹😹😹😹 im not breathing 😹😹😹😹😹😹😹😹😹😹😹😹😹😹,0.852,Positive
5.12427e+17,Neutral,"RT @HOVthebvrb: Y'all saying iOS 8 gone get couples caught up... Question is, what y'all got to hide? 🙇",0.145,Negative
5.11479e+17,Neutral,Whatsapp's 'last seen' is the devil 👿,-0.557,Negative
5.14108e+17,Neutral,@BrooksBeau been waiting for that since '12😔,-0.146,Negative
5.14713e+17,Neutral,RT @RachEttinger: The world's most expensive burger goes for $295 and the bun is made of GOLD 🍔 #ps,0.286,Positive
5.14071e+17,Positive,@MickieGama @arianadominique @hotwata chill it might happen sooner then you think 👀,0.063,Neutral
5.11419e+17,Neutral,Slobbing  RT @EverybodyBrooks: “@L_B_MARCO: “@DETROITHEEM: 😂😂😭😭😭😂😭😭😂😭😭😭😂😭😭😭😂😭 http://t.co/UnGPkGCFr8😭😂,0.21000000000000016,Negative
5.13298e+17,Positive,RT @illLALA: Once you let me go ✌️ I did my time I'm free🔓‼️‼️,0.111,Negative
5.12381e+17,Neutral,my errday buddyyy 💪 #usana #vscocam http://t.co/3xG2wTPDP3,0.556,Positive
5.13774e+17,Positive,@qwa2xs_ OMG WTF.!  😂😂😂,0.663,Negative
5.14424e+17,Negative,@puepi_232 @JJJules14 @gullycat59 @js82 @Julie_PoGo @Harmon_Hotchner yes think is 3am for you. These time zones very confusing 😜,0.456,Positive
5.12084e+17,Neutral,@tarrrrrynn I'll make copies 👍,0.522,Positive
5.13065e+17,Neutral,It's a love robbery 🎧,0.423,Positive
5.12092e+17,Neutral,"Haven't text my crush all day today😒, she'll get a text in the am for sure😘",0.32699999999999996,Positive
5.11714e+17,Neutral,RT @ArianaGrande: outfit yesterday in Tokyo 💜 http://t.co/MP0UdFlxWH,0.656,Positive
5.11522e+17,Neutral,"@MCMAK1N o well, I thought I had cropped it good 😩😂",-0.147,Negative
5.11834e+17,Neutral,I have 5 different alarm clocks just in case i accidentally shut one off instead of snoozing it. 😭,-0.093,Negative
5.11528e+17,Neutral,@Michael5SOS 😍😍😍🙏🙏💍💍🍆🍌🍌🍆🍆😍😍🐯🐯👽👽👽👾👾🎮🎮🎮🎮  hi michael from 5sos can u plss follow meee i love u so much 👾👾👽👽👽👾👾🎮🍕 you are my sunshine x2435,14.686999999999998,Positive
5.13106e+17,Positive,RT @KayEmx3: “@BestOfFOD: when the whole squad looks good http://t.co/fq6yHV8o4T” @lcladdagh 😭😭😭😭,-0.279,Negative
5.1434e+17,Negative,RT @TeamFranessa: If vanessa tweeted me to basically fuck off I would never go and try and meet her again😂😂😂 how awkward 😂,0.884,Positive
5.11609e+17,Neutral,@MCINTOSHH_ my phone went down the toilet 😢 but thank you and I miss you a lot xxx,0.007,Negative
5.1296e+17,Negative,"RT @ouma1dlover: "" one direction won't win , i dare you "" 
DIRECTIONERS : 😂 😂 😂 
#EMABiggestFans1D http://t.co/flDNsEi5Mp",0.663,Positive
5.14625e+17,Negative,RT @_yung9: worst fear is losing my moms💜✊,1.089,Positive
5.11893e+17,Neutral,@AustinMahone 👉follow me👈👉follow me👈👉follow me👈👉follow me👈👉follow me👈👉follow me👈👉follow me👈 PLEASE AUSTIN 🙏 ILYSM 💝💝💝 49,8.176,Positive
5.12802e+17,Neutral,"""@QueenCoriell: Holy shit http://t.co/rpGSd3bAuH"" 😭😍😭😍😭😍",1.7550000000000003,Positive
5.11532e+17,Neutral,@BassBoyUKP 's set on @1Xtra last Tuesday is fire 🔥🔥🔥,0.42000000000000004,Positive
5.14191e+17,Positive,Just touchdown FDL 💯🎉,0.861,Neutral
5.11697e+17,Neutral,RT @Stephpacheco: Study buddy @SillyassGagaboy  👯,0.445,Positive
5.13145e+17,Positive,RT @CraziestSex: No girlfriend should ever feel like she's in a competition with another girl ✋😒❤💯,-0.127,Negative
5.13472e+17,Positive,"watch cam go skydiving !

💥✖️💥✖️💥✖️💥

and give it a 👍 !

💥✖️💥✖️💥✖️💥

@camerondallas #camskydive #SkyDiving http://t.co/tjhf5UCUyB x624",1.714,Neutral
5.13512e+17,Neutral,Niall Horan 👏👏,1.042,Positive
5.14536e+17,Neutral,"""@poIosocks: quote this tweet with a cute selfie. 🙈🙊😍👀"" http://t.co/hSJrwZ1QAf",1.635,Positive
5.12953e+17,Positive,GOODNIGHT EVERYONE BYE HUHU😭😭,-0.186,Negative
5.11622e+17,Neutral,RT @RickiiBobbii24: @Beautiful_Znaa 😂😂 bruh that's just how I talk,0.442,Negative
5.12239e+17,Negative,@_Sophh_ honk📣📯😷,0.12899999999999998,Neutral
5.12299e+17,Positive,Yall niggas really struggling with the IOS 8 Download 😂😂😂,0.663,Neutral
5.12024e+17,Positive,@0402____ want me to put up them screen shots ? 😂,0.221,Neutral
5.12457e+17,Neutral,@wildfo_xx At least eat something light 😔,-0.146,Negative
5.13866e+17,Neutral,@caitlinkline63 #loser 😂😂 jk Caitlin calm down,0.442,Positive
5.11652e+17,Positive,Don't nobody kiss it like you 🔫🔫🔫💋,0.10799999999999998,Negative
5.11915e+17,Neutral,quisha do not be playing when she find out august gonna be in concert 😩,-0.368,Negative
5.13827e+17,Neutral,"Hi, @AustinMahone 
I love you very much ❤
Follow me please 😭😭
✨ I'm from Brazil ✨ x439",0.52,Positive
5.14444e+17,Neutral,Leeds // The UK need to open a #JambaJuice!!!!! 💕 http://t.co/BAVXduhGdV,0.633,Positive
5.1302e+17,Positive,Noodles Be On POINT 👌💯,0.6849999999999999,Neutral
5.1513e+17,Neutral,@AliyahCab no way me to love😊,0.645,Positive
5.14358e+17,Neutral,RT @ThatSarcasmDude: Elementary: 👫👬👭👫👬👭 Highschool: 👫👬👭👫 College: 👫👬 After College: 🚶,2.3179999999999996,Positive
5.1369e+17,Negative,@savannah_102_ ew hate that picture .. And you ✋😉💗,1.25,Positive
5.13075e+17,Neutral,@Sukanaalmo @Kevinh_Chung not full grown out yet but I will soon 🙏 inshallah,0.418,Positive
5.14101e+17,Positive,"Went to the confectionary for a caramel apple and came home with a caramel apple, sour watermelons, and a sea monster 😭 #happenseverytime",-0.093,Negative
5.14593e+17,Neutral,"RT @_trellzzz: we argue 😤, we fight 👊, &amp; Then we make up by The end of The night💏🙊, y'all Don't know what WE got ☺😉",1.338,Positive
5.12267e+17,Neutral,Convos with mono are the best 👌,0.564,Positive
5.14262e+17,Neutral,@jaegarzane she doesn't get that I want nothing to do with her😁,0.45,Negative
5.1227e+17,Neutral,Check out contesty entry from ; emz || $t4rbur$t ]]🍓 on Flirt Chase. http://t.co/jR1mH2Dfnv,0.691,Negative
5.11517e+17,Negative,RT @emily_chamblee: The girls that say Luke Bryan is the cutest are bandwaggoners bc you obviously haven't seen Dustin Lynch. 😍💞,1.42,Positive
5.11625e+17,Negative,"RT @_madnessss: @James_Yammouni
@Faydee 
#MadeInAus💕
pls
pls
pls
pls
pls
pls
pls
pls
pls
pls
pls
pls
pls
pls
pls
NOTICE ME THIS TIME 😭
x3",0.54,Neutral
5.14763e+17,Neutral,RT @Deja_Michelle_: @its_gigibae I miss you too bitch 😊,0.645,Negative
5.11851e+17,Neutral,"💜💜💜💜💜

@ArianaGrande 

follow me please

I love you so much 

💜💜💜💜💜

x10",3.9360000000000004,Positive
5.14221e+17,Neutral,@SelenaNicole_ ooooooo.... 😟 you sick ! I woulda just ordered some wings 😂😂😂😂😂,0.738,Positive
5.11735e+17,Neutral,“@TabloidLegend_: @BRich 😂yup !”😂😂😂😂😂 I hate em where are they from,0.884,Positive
5.13682e+17,Negative,RT @SammyTellem: sometimes we should be really really grateful...😥💔🙏 http://t.co/oWa9gWsN37,0.419,Positive
5.12465e+17,Positive,"*Waits for money to get clothes and pay bills before they're due*
*Money comes in*
*Doesn't want to spend a dime* 
😑😂",-0.093,Negative
5.12256e+17,Positive,OMG BRITNEY LOOKS SO FUCKING GOOD HEREEEE 😩😩😩😩😍 http://t.co/0jD8W8vS7l,-0.42600000000000005,Negative
5.14453e+17,Neutral,Is she still alive? 😱 http://t.co/K3R8QcM7ab #JT2020Tour,0.19,Negative
5.15043e+17,Positive,😩😩😩😂😂Why my 100Grand so Funny she Crazy,-0.6620000000000001,Negative
5.11684e+17,Negative,RT @TedOfficialPage: ON POINT! 😩👏 http://t.co/PkmIEEFqAX,0.15300000000000002,Positive
5.11752e+17,Neutral,@ZuRdO_AzEnOn dude  Jesse is something else 😂😂😂👊,0.892,Positive
5.12827e+17,Negative,RT @Da_Young_Nino: 🐍 niggas! Gotta watch 'em!,0.382,Positive
5.13344e+17,Neutral,"Joe the barber said he hadn't seen me in so long. Told him dispatch, patrol, and now gate again. He said I must be valuable to be moveable 😂",0.221,Positive
